Name,Canonical_Name,Primary Tissue,Diagnosis,Gender,Ethnicity,Age,Age_Unit,Age_Category,Source,Status,"Cancer Type (1=Undefined, 2=Breast, 3=Male Prostate, 4=Lung)","Gender Index (1=Female, 2=Male, 3=Unspecified)","Ethnicity Index (1=Asian, 2=Black, 3=Hispanic,4=Native American, 5=White, 6=Unspecified)","Contaminant Status Index(0=Uncontaminated, 1=Contaminated, Derivative Line, 3=Nomenclature, 4=Parental, 5=Unresolved)","Donor Age (Years, -10=Unspecified)",Founding Year of Cell Line (-10=Undefined),URL, 
CAL-51,CAL-51,Breast,Adenocarcinoma,Female,Unknown,45,Years,Adult,DSMZ,0,2,1,6,0,45.0,2012,http://lincs.hms.harvard.edu/db/cells/50008/,
CAL-85-1,CAL-85-1,Breast,Adenocarcinoma,Female,Unknown,35,Years,Adult, --,0,2,1,6,0,35.0,1994,http://web.expasy.org/cellosaurus/CVCL_1114,
CAMA-1,CAMA-1,Breast,Adenocarcinoma,Female,Caucasian,51,Years,Adult,ATCC,0,2,1,5,0,51.0,1975,https://www.atcc.org/products/all/HTB-21.aspx#generalinformation,
DU4475,DU4475,Breast,Carcinoma,Female,Caucasian,70,Years,Adult,ATCC,0,2,1,5,0,70.0,1979,https://www.atcc.org/Products/All/HTB-123.aspx,
EFM-19,EFM-19,Breast,Carcinoma,Female,Caucasian,50,Years,Adult,DSMZ,0,2,1,5,0,50.0,1984,http://web.expasy.org/cellosaurus/CVCL_0253,
EFM-192A,EFM-192A,Breast,Adenocarcinoma,Female,Caucasian,46,Years,Adult,DSMZ,Derivative Line,2,1,5,2,46.0,2009,http://web.expasy.org/cellosaurus/CVCL_1812,
EFM-192B,EFM-192B,Breast,Adenocarcinoma,Female,Caucasian,46,Years,Adult,DSMZ,Derivative Line,2,1,5,2,46.0,2015,http://web.expasy.org/cellosaurus/CVCL_1813,
EFM-192C,EFM-192C,Breast,Adenocarcinoma,Female,Caucasian,46,Years,Adult,DSMZ,Derivative Line,2,1,5,2,46.0,2015,http://web.expasy.org/cellosaurus/CVCL_1814,
EVSA-T,EVSA-T,Breast,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,DSMZ,0,2,1,6,0,-10.0,1976,http://web.expasy.org/cellosaurus/CVCL_1207,
fR2,fR2,Breast,Normal,Female,Unknown,Unknown,Unknown,Unknown,ECACC,0,2,1,6,0,-10.0,1982,http://www.phe-culturecollections.org.uk/products/celllines/generalcell/detail.jsp?refId=98031102&collection=ecacc_gc,
HBL-100,HBL-100,Breast,Normal,Female,Caucasian,27,Years,Adult,ATCC,Contaminant,2,1,5,1,27.0,1982,https://www.ncbi.nlm.nih.gov/pubmed/6891286,
HCC1007,HCC1007 BL,Breast,Adenocarcinoma Ductal,Female,African,67,Years,Adult,ATCC,Derived from same patient,2,1,2,2,67.0,1998,http://web.expasy.org/cellosaurus/CVCL_3374,
HCC1008,HCC1008,Breast,Adenocarcinoma Ductal,Female,African,67,Years,Adult,ATCC,Derived from same patient,2,1,2,2,67.0,1998,http://web.expasy.org/cellosaurus/CVCL_1244,
HCC1037,HCC1037,Breast,Adenocarcinoma,Female,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,1,6,0,-10.0,-10,,
HCC1143,HCC1143,Breast,Adenocarcinoma Ductal,Female,Caucasian,52,Years,Adult,ATCC,0,2,1,5,0,52.0,1994,https://www.atcc.org/Products/All/CRL-2321.aspx,
HCC1187,HCC1187,Breast,Adenocarcinoma Ductal,Female,Caucasian,41,Years,Adult,ATCC,0,2,1,5,0,41.0,1998,https://www.atcc.org/Products/All/CRL-2322.aspx,
HCC1311,HCC1311,Breast,Adenocarcinoma Ductal,Female,African,38,Years,Adult,UTSW,0,2,1,2,0,38.0,-10,,
HCC1323,HCC1323,Breast,Adenocarcinoma Ductal,Female,African,73,Years,Adult,UTSW,0,2,1,2,0,73.0,-10,,
HCC1395,HCC1395,Breast,Adenocarcinoma Ductal,Female,Caucasian,43,Years,Adult,ATCC,0,2,1,5,0,43.0,1994,https://www.atcc.org/Products/All/CRL-2324.aspx,
HCC1419,HCC1419,Breast,Adenocarcinoma Ductal,Female,Hispanic,42,Years,Adult,ATCC,0,2,1,3,0,42.0,1994,https://www.atcc.org/Products/All/CRL-2326.aspx,
HCC1428,HCC1428,Breast,Adenocarcinoma,Female,Caucasian,49,Years,Adult,ATCC,Derived from same patient,2,1,5,2,49.0,1995,https://www.atcc.org/Products/All/CRL-2327.aspx,
HCC1500,HCC1500,Breast,Adenocarcinoma Ductal,Female,African,32,Years,Adult,ATCC,0,2,1,2,0,32.0,1995,https://www.atcc.org/Products/All/CRL-2329.aspx,
HCC1569,HCC1569,Breast,Carcinoma Metaplastic,Female,African,70,Years,Adult,ATCC,0,2,1,2,0,70.0,1998,http://web.expasy.org/cellosaurus/CVCL_1255,
HCC1599,HCC1599,Breast,Adenocarcinoma Ductal,Female,Caucasian,44,Years,Adult,ATCC,Derived from same patient,2,1,5,2,44.0,1998,https://www.atcc.org/Products/All/CRL-2331.aspx,
HCC1685,HCC1685,Breast,Adenocarcinoma Ductal,Female,Hispanic,28,Years,Adult,UTSW,0,2,1,3,0,28.0,1998,http://web.expasy.org/cellosaurus/CVCL_V658,
HCC1806,HCC1806,Breast,Carcinoma Squamous Cell,Female,African,60,Years,Adult,ATCC,0,2,1,2,0,60.0,1997,https://www.atcc.org/Products/All/CRL-2335.aspx,
HCC1937,HCC1937,Breast,Adenocarcinoma Ductal,Female,Caucasian,23,Years,Adult,ATCC,Derived from same patient,2,1,5,2,23.0,1995,https://www.atcc.org/Products/All/CRL-2336.aspx#generalinformation,
HCC1954,HCC1954,Breast,Adenocarcinoma Ductal,Female,East Indian,61,Years,Adult,ATCC,Derived from same patient,2,1,1,2,61.0,1995,https://www.atcc.org/Products/All/CRL-2338.aspx,
HCC202,HCC202,Breast,Adenocarcinoma Ductal,Female,Caucasian,82,Years,Adult,ATCC,0,2,1,5,0,82.0,1992,https://www.atcc.org/Products/All/CRL-2316.aspx#generalinformation,
HCC2157,HCC2157,Breast,Adenocarcinoma Ductal,Female,African,48,Years,Adult,ATCC,0,2,1,2,0,48.0,1996,https://www.atcc.org/products/all/CRL-2340.aspx, 
HCC2185,HCC2185,Breast,Adenocarcinoma Lobular,Female,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,1,6,0,-10.0,1998,http://web.expasy.org/cellosaurus/CVCL_3375,
HCC2218,HCC2218,Breast,Adenocarcinoma Ductal,Female,Caucasian,38,Years,Adult,ATCC,0,2,1,5,0,38.0,1996,https://www.atcc.org/Products/All/CRL-2343.aspx,
HCC2389,HCC2389,Breast,Adenocarcinoma,Female,Unknown,57,Years,Adult,UTSW,0,2,1,6,0,57.0,-10,,
HCC2414,HCC2414,Breast,Adenocarcinoma Ductal,Female,Hispanic,42,Years,Adult,UTSW,0,2,1,3,0,42.0,-10,,
HCC267,HCC267,Breast,Adenocarcinoma Ductal,Female,Hispanic,57,Years,Adult,UTSW,0,2,1,3,0,57.0,-10,,
HCC2688,HCC2688,Breast,Adenocarcinoma Ductal,Female,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,1,6,0,-10.0,2009,http://web.expasy.org/cellosaurus/CVCL_3376,
HCC2695,HCC2695,Breast,Adenocarcinoma Ductal,Female,Caucasian,58,Years,Adult,UTSW,0,2,1,5,0,58.0,-10,,
HCC2771,HCC2771,Breast,Adenocarcinoma Ductal,Female,Unknown,40,Years,Adult,UTSW,0,2,1,6,0,40.0,-10,,
HCC2879,HCC2879,Breast,Adenocarcinoma Ductal,Female,African,75,Years,Adult,UTSW,0,2,1,2,0,75.0,-10,,
HCC3335,HCC3335,Breast,Carcinoma Medullary,Female,African,57,Years,Adult,UTSW,0,2,1,2,0,57.0,-10,,
HCC379,HCC379,Breast,Adenocarcinoma Ductal,Female,African,70,Years,Adult,UTSW,0,2,1,2,0,70.0,-10,,
HCC38,HCC38,Breast,Adenocarcinoma Ductal,Female,Caucasian,50,Years,Adult,ATCC,0,2,1,5,0,50.0,1992,https://www.atcc.org/Products/All/CRL-2314.aspx,
HCC420,HCC420,Breast,Carcinoma Neuroendocrine,Female,Unknown,62,Years,Adult,UTSW,0,2,1,6,0,62.0,-10,,
HCC70,HCC70,Breast,Adenocarcinoma Ductal,Female,African,49,Years,Adult,ATCC,0,2,1,2,0,49.0,1992,https://www.atcc.org/products/all/CRL-2315.aspx,
HCC712,HCC712,Breast,Adenocarcinoma Ductal,Female,Asian,41,Years,Adult,UTSW,0,2,1,1,0,41.0,1998,http://web.expasy.org/cellosaurus/CVCL_3378,
HDQ-P1,HDQ-P1,Breast,Carcinoma,Female,Caucasian,50,Years,Adult,DSMZ,Contaminant? Requires determination of provenance.,2,1,5,1,50.0,2000,http://web.expasy.org/cellosaurus/CVCL_2067,
HMC-1-8,HMC-1-8,Breast,Carcinoma,Female,Unknown,35,Years,Adult,JCRB,Contaminant? Requires determination of provenance.,2,1,6,1,35.0,-10,,
HMEC,HMEC,Breast,Normal,Female,various,various,various,various, --,0,2,1,6,0,-10.0,-10,,
HMT-3522,HMT-3522,Breast,Benign Tumor,Female,Unknown,Unknown,Unknown,Unknown,ECACC,0,2,1,6,0,-10.0,1987,https://www.phe-culturecollections.org.uk/products/celllines/generalcell/detail.jsp?refId=98102212&collection=ecacc_gc,
Hs 190.T,Hs 190.T,Breast,Carcinoma,Female,Caucasian,11,Years,Juvenile,ATCC,0,2,1,5,0,11.0,-10,,
Hs 274.T,Hs 274.T,Breast,Adenocarcinoma,Female,Caucasian,66,Years,Adult,ATCC,0,2,1,5,0,66.0,-10,,
Hs 281.T,Hs 281.T,Breast,Adenocarcinoma,Female,Caucasian,37,Years,Adult,ATCC,0,2,1,5,0,37.0,-10,,
Hs 319.T,Hs 319.T,Breast,Carcinoma,Female,Caucasian,42,Years,Adult,ATCC,0,2,1,5,0,42.0,-10,,
Hs 343.T,Hs 343.T,Breast,Adenocarcinoma,Female,Caucasian,47,Years,Adult,ATCC,0,2,1,5,0,47.0,-10,,
Hs 344.T,Hs 344.T,Breast,Carcinoma,Female,Caucasian,49,Years,Adult,ATCC,0,2,1,5,0,49.0,-10,,
Hs 350.T,Hs 350.T,Breast,Carcinoma,Female,Caucasian,55,Years,Adult,ATCC,0,2,1,5,0,55.0,-10,,
Hs 362.T,Hs 362.T,Breast,Adenocarcinoma,Female,Caucasian,78,Years,Adult,ATCC,0,2,1,5,0,78.0,-10,,
Hs 371.T,Hs 371.T,Breast,Carcinoma,Female,Caucasian,28,Years,Adult,ATCC,0,2,1,5,0,28.0,-10,,
Hs 564(E).Mg,Hs 564(E).Mg,Breast,Carcinoma,Female,Caucasian,53,Years,Adult,ATCC,0,2,1,5,0,53.0,-10,,
Hs 566(B).T,Hs 566(B).T,Breast,Carcinoma,Female,Unknown,35,Years,Adult,ATCC,0,2,1,6,0,35.0,-10,,
Hs 574.T,Hs 574.T,Breast,Carcinoma In Situ Ductal,Female,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,1,6,0,-10.0,-10,,
Hs 578Bst,Hs 578Bst,Breast,Normal,Female,Caucasian,74,Years,Adult,ATCC,0,2,1,5,0,74.0,-10,,
Hs 578T,Hs 578T,Breast,Carcinoma,Female,Caucasian,74,Years,Adult,ATCC,0,2,1,5,0,74.0,-10,,
Hs 605.T,Hs 605.T,Breast,Carcinoma,Female,Caucasian,61,Years,Adult,ATCC,0,2,1,5,0,61.0,-10,,
Hs 606,Hs 606,Breast,Carcinoma,Female,Caucasian,44,Years,Adult,ATCC,0,2,1,5,0,44.0,-10,,
Hs 617.Mg,Hs 617.Mg,Breast,Normal,Female,Caucasian,71,Years,Adult,ATCC,0,2,1,5,0,71.0,-10,,
Hs 739.T,Hs 739.T,Breast,Adenocarcinoma,Female,Asian,52,Years,Adult,ATCC,0,2,1,1,0,52.0,-10,,
Hs 741.T,Hs 741.T,Breast,Adenocarcinoma,Female,Caucasian,47,Years,Adult,ATCC,0,2,1,5,0,47.0,-10,,
Hs 742.T,Hs 742.T,Breast,Adenocarcinoma scirrhous,Female,Caucasian,71,Years,Adult,ATCC,0,2,1,5,0,71.0,-10,,
Hs 748.T,Hs 748.T,Breast,Carcinoma,Female,Caucasian,48,Years,Adult,ATCC,0,2,1,5,0,48.0,-10,,
Hs 851.T,Hs 851.T,Breast,Unknown,Female,Caucasian,61,Years,Adult,ATCC,0,2,1,5,0,61.0,-10,,
Hs 861.T,Hs 861.T,Breast,Carcinoma,Female,Unknown,42,Years,Adult,ATCC,0,2,1,6,0,42.0,-10,,
Hs 875.T,Hs 875.T,Breast,Normal,Female,Caucasian,21,Years,Adult,ATCC,0,2,1,5,0,21.0,-10,,
hTERT-HME1,hTERT-HME1,Breast,Normal,Female,Unknown,53,Years,Adult,ATCC,0,2,1,6,0,53.0,-10,,
JIMT-1,JIMT-1,Breast,Adenocarcinoma Ductal,Female,Unknown,62,Years,Adult,DSMZ,0,2,1,6,0,62.0,-10,,
KPL-1,KPL-1,Breast,Adenocarcinoma Ductal,Female,Caucasian,69,Years,Adult,DSMZ,Contaminant,2,1,5,1,69.0,-10,,
KPL-4,KPL-4,Breast,Adenocarcinoma Ductal,Female,Japanese,52,Years,Adult, --,0,2,1,1,0,52.0,-10,,
MB 157,MB 157,Breast,Carcinoma,Female,African,48,Years,Adult,ATCC,0,2,1,2,0,48.0,-10,,
MCF 10A,MCF 10A,Breast,Fibrocystic Disease,Female,Caucasian,36,Years,Adult,ATCC,Derivative Line,2,1,5,2,36.0,-10,,
MCF 10F,MCF 10F,Breast,Fibrocystic Disease,Female,Caucasian,36,Years,Adult,ATCC,Derivative Line,2,1,5,2,36.0,-10,,
MCF-10-2A,MCF-10-2A,Breast,Fibrocystic Disease,Female,Caucasian,36,Years,Adult,ATCC,Derivative Line,2,1,5,2,36.0,-10,,
MCF-12A,MCF-12A,Breast,Normal,Female,Caucasian,60,Years,Adult,ATCC,Derivative Line,2,1,5,2,60.0,-10,,
MCF-12F,MCF-12F,Breast,Normal,Female,Caucasian,60,Years,Adult,ATCC,Derivative Line,2,1,5,2,60.0,-10,,
MCF-7,MCF-7,Breast,Adenocarcinoma,Female,Caucasian,69,Years,Adult,ATCC,Parental,2,1,5,4,69.0,-10,,
MCF10DCIS.com,MCF10DCIS.com,Breast,Normal,Female,Caucasian,36,Years,Adult, --,Derivative Line,2,1,5,2,36.0,-10,,
MDA-kb2,MDA-kb2,Breast,Carcinoma,Female,Caucasian,48,Years,Adult,ATCC,Derivative Line,2,1,5,2,48.0,-10,,
MDA-MB-134-VI,MDA-MB-134-VI,Breast,Carcinoma,Female,Caucasian,47,Years,Adult,ATCC,0,2,1,5,0,47.0,-10,,
MDA-MB-157,MDA-MB-157,Breast,Carcinoma Medullary,Female,African,44,Years,Adult,ATCC,0,2,1,2,0,44.0,-10,,
MDA-MB-175-VII,MDA-MB-175-VII,Breast,Adenocarcinoma Ductal,Female,African,56,Years,Adult,ATCC,0,2,1,2,0,56.0,-10,,
MDA-MB-231,MDA-MB-231,Breast,Adenocarcinoma,Female,Caucasian,51,Years,Adult,ATCC,Parental,2,1,5,4,51.0,-10,,
MDA-MB-330,MDA-MB-330,Breast,Carcinoma,Female,Caucasian,43,Years,Adult,ATCC,0,2,1,5,0,43.0,-10,,
MDA-MB-361,MDA-MB-361,Breast,Adenocarcinoma,Female,Caucasian,40,Years,Adult,ATCC,0,2,1,5,0,40.0,-10,,
MDA-MB-415,MDA-MB-415,Breast,Adenocarcinoma,Female,Unknown,38,Years,Adult,ATCC,0,2,1,6,0,38.0,-10,,
MDA-MB-436,MDA-MB-436,Breast,Adenocarcinoma,Female,Caucasian,43,Years,Adult,ATCC,0,2,1,5,0,43.0,-10,,
MDA-MB-453,MDA-MB-453,Breast,Carcinoma,Female,Caucasian,48,Years,Adult,ATCC,Parental,2,1,5,4,48.0,-10,,
MDA-MB-468,MDA-MB-468,Breast,Adenocarcinoma,Female,African,51,Years,Adult,ATCC,0,2,1,2,0,51.0,-10,,
MFM-223,MFM-223,Breast,Adenocarcinoma Ductal,Female,Unknown,Unknown,Unknown,Unknown,DSMZ,0,2,1,6,0,-10.0,-10,,
MRK-nu-1,MRK-nu-1,Breast,Carcinoma,Female,Unknown,46,Years,Adult,JCRB,0,2,1,6,0,46.0,-10,,
OCUB-F,OCUB-F,Breast,Unknown,Female,Japanese,53,Years,Adult,RIKEN,Derivative Line,2,1,1,2,53.0,-10,,
OCUB-M,OCUB-M,Breast,Unknown,Female,Japanese,53,Years,Adult,RIKEN,Derivative Line,2,1,1,2,53.0,-10,,
SK-BR-3,SK-BR-3,Breast,Adenocarcinoma,Female,Caucasian,43,Years,Adult,ATCC,Derived from same patient,2,1,5,2,43.0,-10,,
SUM 102PT,SUM 102PT,Breast,adenocarcinoma,Female,Unknown,Unknown,Unknown,Unknown,Asterand,0,2,1,6,0,-10.0,-10,,
SUM 149PT,SUM 149PT,Breast,Adenocarcinoma Ductal,Female,Unknown,Unknown,Unknown,Unknown, --,0,2,1,6,0,-10.0,-10,,
SUM 159PT,SUM 159PT,Breast,Anaplastic Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,Asterand,0,2,1,6,0,-10.0,-10,,
SUM 190PT,SUM 190PT,Breast,adenocarcinoma,Female,Unknown,Unknown,Unknown,Unknown,Asterand,0,2,1,6,0,-10.0,-10,,
SUM 229PE,SUM 229PE,Breast,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown, --,0,2,1,6,0,-10.0,-10,,
SVCT,SVCT,Breast,Normal,Female,Unknown,Unknown,Unknown,Unknown,ECACC,0,2,1,6,0,-10.0,-10,,
SW 982,SW 982,Breast,Sarcoma Synovial,Female,Caucasian,25,Years,Adult,ATCC,0,2,1,5,0,25.0,-10,,
T-47D,T-47D,Breast,Adenocarcinoma Ductal,Female,Unknown,54,Years,Adult,ATCC,0,2,1,6,0,54.0,-10,,
UACC-812,UACC-812,Breast,Adenocarcinoma Ductal,Female,Unknown,43,Years,Adult,ATCC,0,2,1,6,0,43.0,-10,,
UACC-893,UACC-893,Breast,Adenocarcinoma Ductal,Female,Caucasian,57,Years,Adult,ATCC,0,2,1,5,0,57.0,-10,,
VP229,VP229,Breast,Carcinoma,Female,Unknown,47,Years,Adult,ECACC,Derived from same patient,2,1,6,2,47.0,-10,,
VP267,VP267,Breast,Carcinoma,Female,Unknown,47,Years,Adult,ECACC,Derived from same patient,2,1,6,2,47.0,-10,,
VP303,VP303,Breast,Carcinoma,Female,Unknown,69,Years,Adult,ECACC,0,2,1,6,0,69.0,-10,,
YMB-1,ZR-75-1,Breast,Adenocarcinoma Ductal,Female,Caucasian,63,Years,Adult,JCRB,Parental,2,1,5,4,63.0,-10,,
YMB-1-E,ZR-75-1,Breast,Adenocarcinoma Ductal,Female,Caucasian,63,Years,Adult,JCRB,Parental,2,1,5,4,63.0,-10,,
ZR-75-1,ZR-75-1,Breast,Adenocarcinoma Ductal,Female,Caucasian,63,Years,Adult,ATCC,Parental,2,1,5,4,63.0,-10,,
ZR-75-30,ZR-75-30,Breast,Adenocarcinoma Ductal,Female,African,47,Years,Adult,ATCC,0,2,1,2,0,47.0,-10,,
COLO 824,COLO 824,Breast,Carcinoma,Male,Unknown,52,Years,Adult,DSMZ,0,2,2,6,0,52.0,-10,,
HCC1493,HCC1493,Breast,Adenocarcinoma,Male,Unknown,43,Years,Adult,UTSW,0,2,2,6,0,43.0,-10,,
fR5,fR5,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,2,3,6,0,-10.0,-10,,
HBCx-13A,HBCx-13A,Breast,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,2,3,6,0,-10.0,-10,,
HCC1393,HCC1393,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC1437,HCC1437,Breast,Adenocarcinoma Ductal,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC1510,HCC1510,Breast,Adenocarcinoma Ductal,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC1595,HCC1595,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC1739,HCC1739,Breast,Carcinoma In Situ Ductal,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC2041,HCC2041,Breast,Carcinoma Medullary,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC2141,HCC2141,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC2713,HCC2713,Breast,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC2911,HCC2911,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC3153,HCC3153,Breast,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC3418,HCC3418,Breast,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
HCC956,HCC956,Breast,Adenocarcinoma Ductal,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,2,3,6,0,-10.0,-10,,
Hs 280.T,Hs 280.T,Breast,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 329.T,Hs 329.T,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 479.T,Hs 479.T,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 540.T,Hs 540.T,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 565(A).Mg,Hs 565(A).Mg,Breast,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 565(D).Mg,Hs 565(D).Mg,Breast,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 579.Mg,Hs 579.Mg,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 841.T,Hs 841.T,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 849.T,Hs 849.T,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 873.T,Hs 873.T,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 874.T,Hs 874.T,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 877.T,Hs 877.T,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 879(B).T,Hs 879(B).T,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 880.T,Hs 880.T,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 885.T,Hs 885.T,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 905.T,Hs 905.T,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 912.T,Hs 912.T,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
Hs 938.T,Hs 938.T,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
HT-762.T,HT-762.T,Breast,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,2,3,6,0,-10.0,-10,,
MAXF 1162,MAXF 1162,Breast,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,2,3,6,0,-10.0,-10,,
MAXF 583,MAXF 583,Breast,Adenocarcinoma Metastatic,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,2,3,6,0,-10.0,-10,,
MX-1,MX-1,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,2,3,6,0,-10.0,-10,,
SUM 1315M02,SUM 1315M02,Breast,Adenocarcinoma Ductal,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,2,3,6,0,-10.0,-10,,
SUM 225CWN,SUM 225CWN,Breast,Adenocarcinoma Ductal,Unknown,Unknown,Unknown,Unknown,Unknown,Asterand,0,2,3,6,0,-10.0,-10,,
SUM 44PE,SUM 44PE,Breast,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Asterand,0,2,3,6,0,-10.0,-10,,
SUM 52PE,SUM 52PE,Breast,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,Asterand,0,2,3,6,0,-10.0,-10,,
SVCT-MI2,SVCT-MI2,Breast,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,2,3,6,0,-10.0,-10,,
BM-1604,BM-1604,Prostate,Carcinoma,Male,Caucasian,69,Years,Adult,DSMZ,Contaminant,3,2,5,1,69.0,-10,,
Bob,Bob,Prostate,Carcinoma,Male,Unknown,Unknown,Unknown,Unknown,ECACC,Derivative Line,3,2,6,2,-10.0,-10,,
DU 145,BM-1604,Prostate,Carcinoma,Male,Caucasian,69,Years,Adult,ATCC,Contaminant,3,2,5,1,69.0,-10,,
HS-PSS,HS-PSS,Prostate,Peripheral nerve sheath tumor,Male,Unknown,Unknown,Unknown,Unknown,RIKEN,0,3,2,6,0,-10.0,-10,,
LNCAP,LNCAP,Prostate,Carcinoma,Male,Caucasian,50,Years,Adult,DSMZ,0,3,2,5,0,50.0,-10,,
MDA PCa 2b,MDA PCa 2b,Prostate,Adenocarcinoma,Male,African,63,Years,Adult,ATCC,Parental,3,2,2,4,63.0,-10,,
NCI-H660,NCI-H660,Prostate,Carcinoma Small Cell,Male,Caucasian,63,Years,Adult,ATCC,0,3,2,5,0,63.0,-10,,
ND-1,BM-1604,Prostate,Carcinoma,Male,Caucasian,69,Years,Adult, --,Contaminant,3,2,5,1,69.0,-10,,
PC-3,PC-3,Prostate,Adenocarcinoma,Male,Caucasian,62,Years,Adult,ATCC,Parental,3,2,5,4,62.0,-10,,
PNT1A,PNT1A,Prostate,Normal,Male,Unknown,35,Years,Adult,ECACC,0,3,2,6,0,35.0,-10,,
PNT2,PNT2,Prostate,Normal,Male,Unknown,33,Years,Adult,ECACC,0,3,2,6,0,33.0,-10,,
PWR-1E,PWR-1E,Prostate,Normal,Male,Caucasian,67,Years,Adult,ATCC,0,3,2,5,0,67.0,-10,,
RWPE-1,RWPE-1,Prostate,Normal,Male,Caucasian,54,Years,Adult,ATCC,parental,3,2,5,4,54.0,-10,,
RWPE2-W99,RWPE-1,Prostate,Normal,Male,Caucasian,54,Years,Adult,ATCC,parental,3,2,5,4,54.0,-10,,
SerBob,Bob,Prostate,Carcinoma,Male,Unknown,Unknown,Unknown,Unknown,ECACC,Derivative Line,3,2,6,2,-10.0,-10,,
